amount,_currency,entity,calendar_year,rev_type,donor,contrib_type
9526828.67,USD,WFP,2015,R10,United Nations Development Programme,2
9449757,USD,UNRWA,2013,R03,UN OCHA,2
9322701,USD,UNRWA,2011,R03,European Union,2
9249022.94,USD,UNICEF,2015,R12,Private Donors,2
9225806.47,USD,WFP,2018,R03,Bill & Melinda Gates Foundation,C05
9135067,USD,WHO,2016,R10,United Nations Development Programme,2
9066209.88,USD,UNHCR,2018,R02,Private Donors,C06
9052890,USD,IOM,2016,R10,United Nations Development Programme,2
8942101.32,USD,UNEP,2015,R08,United Nations Development Programme,2
8919691,USD,UNDP,2012,R03,United Nations,2
8806692,USD,WFP,2014,R03,Bill & Melinda Gates Foundation,2
8787004.85,USD,UNICEF,2015,R12,Private Donors,2
8754548,USD,UNDP,2014,R03,Bill & Melinda Gates Foundation,2
8749695,USD,WFP,2016,R08,United Nations Development Programme,2
8648644,USD,WFP,2016,R10,UN OCHA,2
8626005,USD,UNHCR,2016,R12,Private Donors,2
8609160.8,USD,UNWOMEN,2016,R09,European Union,2
8421348.41,USD,UNHCR,2018,R03,Private Donors,C06
8413262,USD,WFP,2016,R10,United Nations Development Programme,2
8383500,USD,ICAO,2010,R03,United Nations,2
8317821,USD,WFP,2016,R08b,Bill & Melinda Gates Foundation,2
8315426.78,USD,UNIDO,2016,R09,European Union,2
8288598,USD,UNESCO,2012,R03,Multi Donor Trust Funds,2
8254804,USD,UNHCR,2016,R12,Private Donors,2
8207786.88,USD,UNIDO,2017,R09,European Union,2
8026485,USD,UNODC,2010,R03,The Joint United Nations Programme on HIV/AIDS,2
7944760.46,USD,UNIDO,2011,R03,Multilateral Fund Secretariat in Montreal,2
7851853,USD,UNCDF,2018,R03,Multi Donor Trust Funds,C04D
7843891,USD,UNDP,2017,R08,UN OCHA,2
7759472,USD,ILO,2017,R08,Multi Donor Trust Funds,2
7668319.18,USD,UNHCR,2018,R03,Private Donors,C06
7652984.47,USD,IAEA,2017,R09,European Union,2
7607000,USD,ITC,2015,R09,European Union,2
7529621.35,USD,ICAO,2011,R03,United Nations,2
7453360.9,USD,UNIDO,2017,R09,European Union,2
7289025,USD,IOM,2016,R08B,Global Fund to Fight,2
7277182,USD,IOM,2014,R03,United Nations Development Programme,2
7197256,USD,UNFPA,2017,R12,Bill & Melinda Gates Foundation,2
7040769.86,USD,UNICEF,2015,R12,Private Donors,2
6990836,USD,UNHCR,2016,R12,Private Donors,2
6955000,USD,UNFPA,2015,R11,World Bank Group,2
6928877,USD,UNDP,2011,R03,UN OCHA,2
6854111,USD,UNDP,2014,R03,United Nations,2
6818689.25,USD,UNIDO,2015,R09,European Union,2
6800569,USD,UNDP,2018,R03,UN OCHA,C04D
6784903,USD,ILO,2016,R08,Multi Donor Trust Funds,2
6635773.08,USD,UNICEF,2015,R12,Private Donors,2
6588013.44,USD,UN-UNISDR,2018,R03,European Union,C08A
6585369.57,USD,FAO,2016,R12,Bill & Melinda Gates Foundation,2
6537670.04,USD,UNICEF,2016,R12,Private Donors,2
6535278.96,USD,UNHCR,2011,R03,United Nations Development Programme,2
6490228,USD,UNCDF,2018,R03,European Union,C08A
6471000,USD,ITC,2011,R03,European Union,2
6444000,USD,ITC,2013,R03,European Union,2
6440818,USD,UNDP,2016,R08,UN OCHA,2
6439360.75,USD,UNIDO,2018,R03,European Union,C08A
6373111.27,USD,UNWOMEN,2018,R03,European Union,C08A
6365000,USD,WFP,2016,R11,World Bank Group,2
6327038.63,USD,UNWOMEN,2015,R09,European Union,2
6298637,USD,UNDP,2014,R03,World Bank Group,2
6274000,USD,UNFPA,2013,R03,United Nations Development Programme,2
6234401.94,USD,IAEA,2018,R03,European Union,C08A
6185168,USD,UNODC,2013,R03,The Joint United Nations Programme on HIV/AIDS,2
6101410,USD,UNESCO,2018,R03,World Bank Group,C04B
6082925,USD,UNDP,2015,R08,UN OCHA,2
6080394,USD,PAHO,2011,R03,European Union,2
6065966,USD,UNHCR,2016,R12,Private Donors,2
6028455.55,USD,UNEP,2018,R03,European Union,C08A
6026128,USD,ITC,2016,R09,European Union,2
5988387.69,USD,UNICEF,2016,R12,Private Donors,2
5962767,USD,IOM,2017,R08,Multi Donor Trust Funds,2
5947356,USD,UNWOMEN,2013,R03,European Union,2
5937000,USD,ITC,2010,R03,European Union,2
5920169.44,USD,UNFPA,2015,R08,United Nations Development Programme,2
5858283,USD,PAHO,2014,R03,European Union,2
5849953,USD,PAHO,2010,R03,European Union,2
5766853,USD,UNFPA,2018,R03,Bill & Melinda Gates Foundation,C05
5704030.59,USD,UNICEF,2015,R12,Private Donors,2
5644718.7,USD,UNHCR,2018,R02,Private Donors,C06
5639652,USD,UNESCO,2013,R03,Multi Donor Trust Funds,2
5582026.79,USD,ICAO,2012,R03,United Nations,2
5531878.74,USD,UNHCR,2018,R03,Private Donors,C06
5518196,USD,UNHCR,2016,R12,Private Donors,2
5516841.16,USD,WFP,2010,R03,World Bank Group,2
5509649,USD,WHO,2015,R10,UN OCHA,2
5419809,USD,UNDP,2017,R10,UN OCHA,2
5375029,USD,ILO,2012,R03,Bill & Melinda Gates Foundation,2
5359208.87,USD,UNICEF,2016,R12,Private Donors,2
5343152.61,USD,UN-HABITAT,2015,R08,Multi Donor Trust Funds,2
5300000,USD,UNHCR,2016,R12,Private Donors,2
5254403.23,USD,UNIDO,2015,R09,European Union,2
5201163,USD,FAO,2010,R03,World Bank Group,2
5200000,USD,UNFPA,2015,R11,World Bank Group,2
5196162,USD,UNHCR,2016,R08,UN OCHA,2
5155694,USD,WHO,2015,R10,United Nations Development Programme,2
5127210.13,USD,UNHCR,2018,R03,Private Donors,C06
5122934,USD,UNEP,2016,R10,United Nations Development Programme,2
5096892.17,USD,UNICEF,2015,R12,Private Donors,2
5035618.1,USD,UNWOMEN,2016,R10,United Nations Development Programme,2
4960000,USD,FAO,2018,R03,World Bank Group,C04B
4937612.97,USD,UNIDO,2016,R09,European Union,2
4817584,USD,UN,2016,R11,Global Environment Facility (thru UNDP or UNEP),2
4753300,USD,UN-HABITAT,2010,R03,World Bank Group,2
4750764,USD,ILO,2014,R03,United Nations Development Programme,2
4739017.67,USD,FAO,2018,R03,Bill & Melinda Gates Foundation,C06
4733404,USD,PAHO,2017,R08B,Gavi Alliance,2
4733404,USD,PAHO,2017,R08B,Gavi Alliance,2
4725743.64,USD,UNICEF,2016,R12,Private Donors,2
4716603.77,USD,UNIDO,2018,R03,European Union,C08A
4703000,USD,UNEP,2017,R11,World Bank Group,2
4703000,USD,UNEP,2017,R11,World Bank Group,2
4695613.29,USD,WFP,2013,R03,United Nations Development Programme,2
4680203,USD,PAHO,2018,R03,Gavi Alliance,C04B
4610083.28,USD,WFP,2015,R12,Private Donors,2
4597333.36,USD,UNHCR,2018,R03,Private Donors,C06
4581215.83,USD,WMO,2013,R03,European Union,2
4550272.88,USD,UNICEF,2016,R12,Private Donors,2
4536798.85,USD,UNICEF,2015,R12,Private Donors,2
4524051,USD,UNWOMEN,2013,R03,United Nations Development Programme,2
4433000,USD,ILO,2010,R03,Bill & Melinda Gates Foundation,2
4428986.71,USD,ICAO,2016,R09,European Union,2
4423100,USD,ILO,2011,R03,Bill & Melinda Gates Foundation,2
4422614,USD,UN,2016,R10,United Nations Development Programme,2
4251877,USD,UNESCO,2015,R10,United Nations Development Programme,2
4250000,USD,UNHCR,2010,R03,The Joint United Nations Programme on HIV/AIDS,2
4233908,USD,UNAIDS,2012,R03,Multi Donor Trust Funds,2
4198990.8,USD,WTO,2017,R09,European Union,2
4198990.8,USD,WTO,2017,R09,European Union,2
4168959.21,USD,UNIDO,2016,R09,European Union,2
4112240,USD,UNESCO,2015,R08,Multi Donor Trust Funds,2
4103256,USD,IOM,2017,R12,Private Donors,2
4103256,USD,IOM,2017,R12,Private Donors,2
4101000,USD,UNODC,2016,R08,United Nations Development Programme,2
4100000,USD,WHO,2015,R11,World Bank Group,2
4088227.35,USD,UNIDO,2015,R09,European Union,2
4068393.53,USD,UNHCR,2018,R02,Private Donors,C06
4063458,USD,UNFPA,2014,R03,Bill & Melinda Gates Foundation,2
4047190.43,USD,UNHCR,2018,R03,Private Donors,C06
4027272.73,USD,UNHCR,2018,R03,Private Donors,C06
4000728,USD,UNWOMEN,2018,R03,Bill & Melinda Gates Foundation,C05
4000000,USD,UNAIDS,2010,R02,World Bank Group,2
3926915.25,USD,UNFCCC,2018,R03,European Union,C08A
3922163,USD,UNDP,2015,R11,Global Environment Facility (thru UNDP or UNEP),2
3903344.78,USD,ILO,2018,R03,World Bank Group,C04A
3900000,USD,UNFPA,2015,R11,World Bank Group,2
3843821,USD,PAHO,2012,R03,European Union,2
3829745,USD,UNESCO,2015,R11,World Bank Group,2
3795370.36,USD,ITU,2010,R03,European Union,2
3781879.99,USD,UNICEF,2015,R12,Private Donors,2
3777719,USD,UNHCR,2016,R12,Private Donors,2
3776367,USD,IOM,2015,R10,United Nations Development Programme,2
3681737.45,USD,UNIDO,2016,R09,European Union,2
3656409.74,USD,WFP,2018,R03,Private Donors,C02
3641695.14,USD,IAEA,2014,R03,European Union,2
3603709.83,USD,FAO,2015,R12,Bill & Melinda Gates Foundation,2
3587907,USD,PAHO,2013,R03,European Union,2
3559949.27,USD,ITU,2011,R03,European Union,2
3542579.03,USD,UNICEF,2015,R12,Private Donors,2
3507661.04,USD,FAO,2011,R03,Bill & Melinda Gates Foundation,2
3494143,USD,UNRWA,2013,R03,UN OCHA,2
3489229.99,USD,UNWOMEN,2015,R10,United Nations Development Programme,2
3471000,USD,UNFPA,2015,R11,World Bank Group,2
3447623,USD,UNAIDS,2010,R03,Multi Donor Trust Funds,2
3408159.53,USD,UNICEF,2015,R12,Private Donors,2
3345560.97,USD,UNHCR,2015,R12,Bill & Melinda Gates Foundation,2
3343941.8,USD,UNICEF,2016,R12,Private Donors,2
3320097.94,USD,UNHCR,2018,R02,Private Donors,C06
3300000,USD,UNFPA,2016,R11,World Bank Group,2
3293957,USD,WFP,2017,R12,Private Donors,2
3293957,USD,WFP,2017,R12,Private Donors,2
3237639.17,USD,UN,2013,R03,World Bank Group,2
3204602.84,USD,ITU,2018,R03,Multi Donor Trust Funds,C04D
3150000,USD,WFP,2017,R11,World Bank Group,2
3150000,USD,WFP,2017,R11,World Bank Group,2
3146114.61,USD,ITU,2018,R03,European Union,C08A
3126311,USD,UNHCR,2016,R12,Private Donors,2
3091426.17,USD,IMO,2010,R03,World Bank Group,2
3076799.3,USD,FAO,2014,R03,United Nations,2
3075369,USD,UNHCR,2016,R12,Private Donors,2
3074450,USD,UNHCR,2016,R12,Private Donors,2
3067296.12,USD,UNICEF,2015,R12,Private Donors,2
3023316.33,USD,FAO,2011,R03,United Nations,2
2995016.24,USD,WHO,2018,R03,UN OCHA,C04D
2985915.54,USD,UNIDO,2018,R03,European Union,C08A
2951522.3,USD,UNICEF,2015,R12,Private Donors,2
2950000,USD,UNFPA,2015,R11,World Bank Group,2
2942591.33,USD,UN-OHCHR,2018,R03,Multi Donor Trust Funds,C04D
2937483.32,USD,UNICEF,2016,R12,Private Donors,2
2921733,USD,PAHO,2015,R08B,Gavi Alliance,2
2921733,USD,PAHO,2015,R08B,Gavi Alliance,2
2905143.59,USD,UNFCCC,2017,R09,European Union,2
2905143.59,USD,UNFCCC,2017,R09,European Union,2
2896393,USD,UNESCO,2018,R03,World Bank Group,C04A
2895687.56,USD,UNICEF,2015,R12,Private Donors,2
2857500.77,USD,UNIDO,2015,R09,European Union,2
2852585,USD,UNHCR,2016,R09,European Union,2
2825060,USD,ITC,2014,R03,World Bank Group,2
2797359,USD,WTO,2013,R03,European Union,2
2793600,USD,UNHCR,2018,R03,Private Donors,C06
2783048,USD,UNWOMEN,2014,R03,United Nations Development Programme,2
2757341,USD,WFP,2016,R12,Private Donors,2
2746361,USD,UNESCO,2017,R11,World Bank Group,2
2746361,USD,UNESCO,2017,R11,World Bank Group,2
2745483.3,USD,UNITAR,2015,R10,United Nations Development Programme,2
2712795.13,USD,FAO,2010,R03,Bill & Melinda Gates Foundation,2
2689315,USD,UNHCR,2018,R03,Bill & Melinda Gates Foundation,C06
2686539.71,USD,UNICEF,2015,R12,Private Donors,2
2683458,USD,UNCDF,2018,R03,Bill & Melinda Gates Foundation,C05
2669703.02,USD,UNHCR,2018,R03,Private Donors,C06
2657195,USD,UNDP,2016,R12,Bill & Melinda Gates Foundation,2
2617971.66,USD,UNICEF,2016,R12,Private Donors,2
2613625.67,USD,UNICEF,2016,R12,Private Donors,2
2586504.71,USD,UNICEF,2015,R12,Private Donors,2
2583250,USD,UNHCR,2016,R12,Private Donors,2
2566998.94,USD,UNWOMEN,2016,R12,USA National Committee,2
2562088,USD,UNAIDS,2011,R03,Multi Donor Trust Funds,2
2551288.81,USD,IARC,2018,R03,Bill & Melinda Gates Foundation,C05
2538940,USD,UNWOMEN,2018,R03,UN OCHA,C04D
2500000.66,USD,UNODC,2010,R03,Multi Donor Trust Funds,2
2469931,USD,WHO,2016,R08B,Global Fund to Fight,2
2459271,USD,UNHCR,2016,R12,Private Donors,2
2426000,USD,UNITAID,2018,R03,Global Fund to Fight,C03
2424666.67,USD,IARC,2018,R03,European Union,C08A
2376670,USD,ILO,2016,R10,United Nations Development Programme,2
2375764,USD,WFP,2017,R12,Private Donors,2
2375764,USD,WFP,2017,R12,Private Donors,2
2363932,USD,UNICEF,2017,R07,Private Donors,2
2363129,USD,UNEP,2011,R03,United Nations Development Programme,2
2350121.22,USD,UNHCR,2018,R03,Private Donors,C06
2334899.54,USD,OPCW,2018,R03,European Union,C08A
2332253,USD,UNESCO,2014,R03,United Nations Development Programme,2
2327015.14,USD,WTO,2015,R09,European Union,2
2326927,USD,UNDP,2015,R10,United Nations Development Programme,2
2309212.41,USD,UNITAR,2011,R03,United Nations Development Programme,2
2288889,USD,UNESCO,2012,R03,Bill & Melinda Gates Foundation,2
2278315.87,USD,ICAO,2017,R09,European Union,2
2278315.87,USD,ICAO,2017,R09,European Union,2
2276645.79,USD,IMO,2018,R03,European Union,C08A
2264923,USD,UNHCR,2016,R08,UN OCHA,2
2264621,USD,UNESCO,2013,R03,United Nations Development Programme,2
2255461.31,USD,FAO,2016,R08,United Nations Development Programme,2
2239645.67,USD,UN,2016,R08,United Nations Development Programme,2
2229654,USD,UNHCR,2016,R09,European Union,2
2207272.61,USD,UNWOMEN,2018,R03,USA National Committee,C06
2178160.59,USD,WTO,2010,R03,European Union,2
2169519.7,USD,UNHCR,2010,R03,Multi Donor Trust Funds,2
2168413,USD,CTBTO,2017,R09,European Union,2
2168413,USD,CTBTO,2017,R09,European Union,2
2150000,USD,WFP,2015,R11,World Bank Group,2
2148270,USD,IOM,2016,R08,United Nations Development Programme,2
2131321.51,USD,UNODC,2010,R03,United Nations Development Programme,2
2124958,USD,UNODC,2015,R08,United Nations Development Programme,2
2124811.89,USD,FAO,2016,R08,UN OCHA,2
2120477.82,USD,UN,2014,R03,World Bank Group,2
2097765.61,USD,UNIDO,2018,R03,European Union,C08A
2041057,USD,UNAIDS,2016,R08,United Nations Development Programme,2
2036718.99,USD,ICAO,2014,R03,European Union,2
2032554,USD,PAHO,2018,R03,European Union,C08A
2027016,USD,ILO,2016,R11,World Bank Group,2
2021442.55,USD,UN-DESA,2018,R03,European Union,C08A
2021240,USD,UN,2010,R03,Bill & Melinda Gates Foundation,2
2006688.96,USD,UNEP,2016,R09,European Union,2
2006313.81,USD,UNIDO,2016,R09,European Union,2
1993838,USD,WFP,2017,R12,Bill & Melinda Gates Foundation,2
1993838,USD,WFP,2017,R12,Bill & Melinda Gates Foundation,2
1990713.35,USD,WTO,2011,R03,European Union,2
1968610.3,USD,UNHCR,2010,R03,United Nations Development Programme,2
1966887,USD,UNCDF,2017,R09,European Union,2
1966887,USD,UNCDF,2017,R09,European Union,2
1957877.68,USD,UNWOMEN,2017,R12,USA National Committee,2
1957877.68,USD,UNWOMEN,2017,R12,USA National Committee,2
1954370,USD,ILO,2015,R11,World Bank Group,2
1953000,USD,UNESCO,2014,R03,UN OCHA,2
1950000,USD,UNFPA,2015,R11,World Bank Group,2
1929716.08,USD,UNICEF,2015,R12,Private Donors,2
1916459.94,USD,UN,2017,R11,World Bank Group,2
1916459.94,USD,UN,2017,R11,World Bank Group,2
1897647.99,USD,UNHCR,2018,R03,Private Donors,C06
1892723.97,USD,UNICEF,2015,R12,Private Donors,2
1890134,USD,UNESCO,2012,R03,United Nations Development Programme,2
1877546,USD,UN,2012,R03,Bill & Melinda Gates Foundation,2
1873940.14,USD,WTO,2012,R03,European Union,2
1867639,USD,UNWOMEN,2016,R10,UN OCHA,2
1865028.89,USD,WFP,2015,R08,UN OCHA,2
1851902.52,USD,UNIDO,2015,R09,European Union,2
1848815.6,USD,WTO,2018,R02,European Union,C08A
1822127.48,USD,WMO,2018,R03,World Bank Group,C04A
1790409.03,USD,WFP,2018,R02,Private Donors,C06
1758578.06,USD,UNICEF,2015,R12,Private Donors,2
1753905.92,USD,UNICEF,2016,R12,Private Donors,2
1752520.79,USD,UNITAR,2010,R03,European Union,2
1736939.75,USD,WFP,2014,R03,UN OCHA,2
1735493,USD,UNDP,2015,R10,UN OCHA,2
1733050,USD,UNICEF,2017,R05,USA National Committee,2
1733050,USD,UNICEF,2017,R05,USA National Committee,2
1730000,USD,ILO,2017,R11,World Bank Group,2
1730000,USD,ILO,2017,R11,World Bank Group,2
1700046,USD,WFP,2017,R10,UN OCHA,2
1700046,USD,WFP,2017,R10,UN OCHA,2
1698555.98,USD,UN-ECE,2018,R03,European Union,C08A
1694632.21,USD,UNICEF,2015,R12,Private Donors,2
1683500,USD,UNFPA,2015,R11,World Bank Group,2
1669977,USD,UNHCR,2016,R12,Private Donors,2
1651490.61,USD,UNIDO,2018,R03,European Union,C08A
1650000,USD,UNAIDS,2014,R03,World Bank Group,2
1649573.34,USD,UNHCR,2018,R03,Private Donors,C06
1647382,USD,UNWOMEN,2014,R03,UN OCHA,2
1645583.96,USD,WFP,2015,R12,Private Donors,2
1633111,USD,UNCDF,2017,R09,European Union,2
1633111,USD,UNCDF,2017,R09,European Union,2
1631023,USD,UNAIDS,2015,R12,Bill & Melinda Gates Foundation,2
1628472,USD,UNODC,2013,R03,World Bank Group,2
1623010,USD,UNHCR,2016,R12,Private Donors,2
1609473.07,USD,FAO,2010,R03,United Nations,2
1580157,USD,UNESCO,2016,R10,United Nations Development Programme,2
1556329.06,USD,UNHCR,2018,R03,Private Donors,C06
1548793.22,USD,UNICEF,2015,R12,Private Donors,2
1528823.7,USD,FAO,2015,R08,United Nations Development Programme,2
1509177,USD,UNAIDS,2012,R03,European Union,2
1500000,USD,UNODC,2014,R03,World Bank Group,2
1499050,USD,UNU,2018,R03,European Union,C08A
1495844.26,USD,IMO,2011,R03,European Union,2
1492048,USD,UNAIDS,2010,R03,European Union,2
1485053.97,USD,UNICEF,2015,R12,Private Donors,2
1484981,USD,UNHCR,2016,R12,Private Donors,2
1483861.23,USD,IMO,2010,R03,European Union,2
1476092.97,USD,UNEP,2018,R03,Private Donors,C06
1468556.48,USD,ITU,2014,R03,Bill & Melinda Gates Foundation,2
1466554.07,USD,IMO,2015,R10,United Nations Development Programme,2
1427863,USD,UNAIDS,2015,R08,Multi Donor Trust Funds,2
1425714,USD,PAHO,2016,R09,European Union,2
1425689,USD,UNESCO,2016,R08,Multi Donor Trust Funds,2
1400261.35,USD,UNEP,2018,R01,European Union,C08A
1395000,USD,ITC,2010,R03,United Nations Development Programme,2
1395000,USD,UN,2016,R12,Bill & Melinda Gates Foundation,2
1394003,USD,UNAIDS,2014,R03,Bill & Melinda Gates Foundation,2
1392500,USD,UNHCR,2016,R12,Private Donors,2
1382679,USD,ILO,2015,R10,United Nations Development Programme,2
1382490,USD,WHO,2015,R08B,Global Fund to Fight,2
1378812,USD,UNAIDS,2018,R03,Multi Donor Trust Funds,C04D
1374828.85,USD,UN,2015,R09,European Union,2
1367619.94,USD,ICAO,2013,R03,United Nations Development Programme,2
1334487,USD,UNAIDS,2018,R03,Bill & Melinda Gates Foundation,C05
1329950,USD,UN,2011,R03,Bill & Melinda Gates Foundation,2
1324213.92,USD,UNEP,2014,R01,European Union,2
1321345,USD,UNESCO,2014,R03,Bill & Melinda Gates Foundation,2
1295480.39,USD,UNITAR,2011,R03,European Union,2
1288500,USD,PAHO,2012,R03,Bill & Melinda Gates Foundation,2
1288118.44,USD,IMO,2017,R09,European Union,2
1288118.44,USD,IMO,2017,R09,European Union,2
1284855.81,USD,UNICEF,2016,R12,Private Donors,2
1280424,USD,UNODC,2015,R10,United Nations Development Programme,2
1261696,USD,ILO,2014,R03,World Bank Group,2
1260718.35,USD,UNICEF,2016,R12,Private Donors,2
1243939.86,USD,UNHCR,2018,R03,Private Donors,C06
1239293.71,USD,WFP,2018,R03,Private Donors,C06
1233169,USD,UNAIDS,2010,R03,Bill & Melinda Gates Foundation,2
1233080.27,USD,UN-ECE,2018,R03,Multi Donor Trust Funds,C04D
1223489,USD,UNODC,2011,R03,Multi Donor Trust Funds,2
1219333.45,USD,WFP,2018,R03,Private Donors,C05
1216644.48,USD,IOM,2018,R03,World Bank Group,C04A
1206074.04,USD,UN,2017,R09,European Union,2
1206074.04,USD,UN,2017,R09,European Union,2
1200000,USD,IFAD,2018,R03,Private Donors,C04B
1195795.01,USD,UNEP,2018,R03,Private Donors,C02
1192500,USD,UNHCR,2016,R12,Private Donors,2
1181431.21,USD,UNIDO,2015,R09,European Union,2
1173636.55,USD,UNICEF,2015,R12,Private Donors,2
1172013,USD,PAHO,2015,R12,Bill & Melinda Gates Foundation,2
1172013,USD,PAHO,2015,R12,Bill & Melinda Gates Foundation,2
1143745.52,USD,ICC,2017,R09,European Union,2
1143745.52,USD,ICC,2017,R09,European Union,2
1138372,USD,CTBTO,2018,R03,European Union,C08A
1136459.21,USD,UNIDO,2016,R09,European Union,2
1133000,USD,ITC,2011,R03,Multi Donor Trust Funds,2
1129011.79,USD,UNICEF,2016,R12,Private Donors,2
1124941.75,USD,UNICEF,2015,R12,Private Donors,2
1110456.57,USD,UNICEF,2015,R12,Private Donors,2
1100000,USD,UN,2014,R03,Bill & Melinda Gates Foundation,2
1086797.21,USD,UNODC,2011,R03,United Nations Development Programme,2
1079468.25,USD,ICAO,2017,R08B,Global Environment Facility (thru UNDP or UNEP),2
1079468.25,USD,ICAO,2017,R08B,Global Environment Facility (thru UNDP or UNEP),2
1076878,USD,UNDP,2015,R10,United Nations Development Programme,2
1072770,USD,UNHCR,2016,R12,Private Donors,2
1072000,USD,ITC,2010,R03,Multi Donor Trust Funds,2
1057733,USD,UNESCO,2013,R03,The Joint United Nations Programme on HIV/AIDS,2
1044906.01,USD,UNIDO,2017,R09,European Union,2
1044906.01,USD,UNIDO,2017,R09,European Union,2
1041878.1,USD,UNHCR,2018,R03,Private Donors,C06
1035591.42,USD,UN-HABITAT,2018,R03,UN OCHA,C04C
1027164,USD,UNFPA,2014,R03,World Bank Group,2
1014000,USD,UNODC,2016,R08,United Nations Development Programme,2
1001002,USD,UNESCO,2015,R12,Bill & Melinda Gates Foundation,2
